,Movie,Genre,Duration,Year,Imdb_rating,Metascore_rating,Votes
9402,Spy,"Action, Comedy  ",120,2015,70,75,233540
9403,Chappie,"Action, Crime, Drama  ",120,2015,68,41,233515
9404,The Intern,"Comedy, Drama  ",121,2015,71,51,228576
9405,Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi  ",131,2015,63,43,228340
9406,The Lobster,"Comedy, Drama, Romance  ",119,2015,72,82,227762
9407,Focus,"Comedy, Crime, Drama  ",105,2015,66,56,224750
9408,The Divergent Series: Insurgent,"Action, Adventure, Sci-Fi  ",119,2015,62,42,222146
9409,Southpaw,"Action, Drama, Sport  ",124,2015,74,57,222109
9410,San Andreas,"Action, Adventure, Thriller  ",114,2015,61,43,217827
9411,Minions,"Animation, Adventure, Comedy  ",91,2015,64,56,217048
9412,The Witch,"Drama, Horror, Mystery  ",92,2015,69,83,214629
9413,Everest,"Action, Adventure, Biography  ",121,2015,71,64,203804
9414,Ted 2,Comedy  ,115,2015,63,48,189903
9415,Straight Outta Compton,"Biography, Drama, History  ",147,2015,78,72,184139
9416,Jupiter Ascending,"Action, Adventure, Sci-Fi  ",127,2015,53,40,181263
9417,Tomorrowland,"Action, Adventure, Family  ",130,2015,64,60,174569
9418,Black Mass,"Biography, Crime, Drama  ",123,2015,69,68,170449
9419,The Danish Girl,"Biography, Drama, Romance  ",119,2015,71,66,169071
9420,Cinderella,"Drama, Family, Fantasy  ",105,2015,69,67,164266
9421,Legend,"Biography, Crime, Drama  ",132,2015,69,55,163137
9422,The Age of Adaline,"Drama, Fantasy, Romance  ",112,2015,72,51,159087
9423,Steve Jobs,"Biography, Drama  ",122,2015,72,82,158831
9424,Fantastic Four,"Action, Adventure, Sci-Fi  ",100,2015,42,27,155673
9425,Mad Max: Fury Road,"Action, Adventure, Sci-Fi  ",120,2015,81,90,906184
9426,Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi  ",138,2015,78,80,873258
9427,The Martian,"Adventure, Drama, Sci-Fi  ",144,2015,80,80,778727
9428,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi  ",141,2015,73,66,770724
9429,The Revenant,"Action, Adventure, Drama  ",156,2015,80,76,724623
9430,Inside Out,"Animation, Adventure, Comedy  ",95,2015,81,94,636037
9431,Jurassic World,"Action, Adventure, Sci-Fi  ",124,2015,70,59,589763
9432,Ant-Man,"Action, Adventure, Comedy  ",117,2015,73,64,589356
9433,The Hateful Eight,"Crime, Drama, Mystery  ",168,2015,78,68,534061
9434,Spotlight,"Biography, Crime, Drama  ",129,2015,81,93,432285
9435,Spectre,"Action, Adventure, Thriller  ",148,2015,68,60,391040
9436,Room,"Drama, Thriller  ",118,2015,81,86,383274
9437,Sicario,"Action, Crime, Drama  ",121,2015,76,82,382914
9438,The Big Short,"Biography, Comedy, Drama  ",130,2015,78,81,377728
9439,Furious 7,"Action, Adventure, Thriller  ",137,2015,71,67,366179
9440,Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller  ",131,2015,74,75,348621
9441,Fifty Shades of Grey,"Drama, Romance, Thriller  ",125,2015,41,46,302494
9442,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi  ",137,2015,66,65,294633
9443,Bridge of Spies,"Drama, History, Thriller  ",142,2015,76,81,293623
9444,The Man from U.N.C.L.E.,"Action, Adventure, Comedy  ",116,2015,73,56,283213
9445,Terminator Genisys,"Action, Adventure, Sci-Fi  ",126,2015,63,38,263269
9446,Creed,"Drama, Sport  ",133,2015,76,82,252841
9447,Spy,"Action, Comedy  ",120,2015,70,75,233540
9448,Chappie,"Action, Crime, Drama  ",120,2015,68,41,233515
9449,The Intern,"Comedy, Drama  ",121,2015,71,51,228576
9450,Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi  ",131,2015,63,43,228340
9451,The Lobster,"Comedy, Drama, Romance  ",119,2015,72,82,227762
9452,Focus,"Comedy, Crime, Drama  ",105,2015,66,56,224750
9453,The Divergent Series: Insurgent,"Action, Adventure, Sci-Fi  ",119,2015,62,42,222146
9454,Southpaw,"Action, Drama, Sport  ",124,2015,74,57,222109
9455,San Andreas,"Action, Adventure, Thriller  ",114,2015,61,43,217827
9456,Minions,"Animation, Adventure, Comedy  ",91,2015,64,56,217048
9457,The Witch,"Drama, Horror, Mystery  ",92,2015,69,83,214629
9458,Everest,"Action, Adventure, Biography  ",121,2015,71,64,203804
9459,Ted 2,Comedy  ,115,2015,63,48,189903
9460,Straight Outta Compton,"Biography, Drama, History  ",147,2015,78,72,184139
9461,Jupiter Ascending,"Action, Adventure, Sci-Fi  ",127,2015,53,40,181263
9462,Tomorrowland,"Action, Adventure, Family  ",130,2015,64,60,174569
9463,Black Mass,"Biography, Crime, Drama  ",123,2015,69,68,170449
9464,The Danish Girl,"Biography, Drama, Romance  ",119,2015,71,66,169071
9465,Cinderella,"Drama, Family, Fantasy  ",105,2015,69,67,164266
9466,Legend,"Biography, Crime, Drama  ",132,2015,69,55,163137
9467,The Age of Adaline,"Drama, Fantasy, Romance  ",112,2015,72,51,159087
9468,Steve Jobs,"Biography, Drama  ",122,2015,72,82,158831
9469,Fantastic Four,"Action, Adventure, Sci-Fi  ",100,2015,42,27,155673
9470,Mad Max: Fury Road,"Action, Adventure, Sci-Fi  ",120,2015,81,90,906184
9471,Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi  ",138,2015,78,80,873258
9472,The Martian,"Adventure, Drama, Sci-Fi  ",144,2015,80,80,778727
9473,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi  ",141,2015,73,66,770724
9474,The Revenant,"Action, Adventure, Drama  ",156,2015,80,76,724623
9475,Inside Out,"Animation, Adventure, Comedy  ",95,2015,81,94,636037
9476,Jurassic World,"Action, Adventure, Sci-Fi  ",124,2015,70,59,589763
9477,Ant-Man,"Action, Adventure, Comedy  ",117,2015,73,64,589356
9478,The Hateful Eight,"Crime, Drama, Mystery  ",168,2015,78,68,534061
9479,Spotlight,"Biography, Crime, Drama  ",129,2015,81,93,432285
9480,Spectre,"Action, Adventure, Thriller  ",148,2015,68,60,391040
9481,Room,"Drama, Thriller  ",118,2015,81,86,383274
9482,Sicario,"Action, Crime, Drama  ",121,2015,76,82,382914
9483,The Big Short,"Biography, Comedy, Drama  ",130,2015,78,81,377728
9484,Furious 7,"Action, Adventure, Thriller  ",137,2015,71,67,366179
9485,Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller  ",131,2015,74,75,348621
9486,Fifty Shades of Grey,"Drama, Romance, Thriller  ",125,2015,41,46,302494
9487,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi  ",137,2015,66,65,294633
9488,Bridge of Spies,"Drama, History, Thriller  ",142,2015,76,81,293623
9489,The Man from U.N.C.L.E.,"Action, Adventure, Comedy  ",116,2015,73,56,283213
9490,Terminator Genisys,"Action, Adventure, Sci-Fi  ",126,2015,63,38,263269
9491,Creed,"Drama, Sport  ",133,2015,76,82,252841
9492,Spy,"Action, Comedy  ",120,2015,70,75,233540
9493,Chappie,"Action, Crime, Drama  ",120,2015,68,41,233515
9494,The Intern,"Comedy, Drama  ",121,2015,71,51,228576
9495,Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi  ",131,2015,63,43,228340
9496,The Lobster,"Comedy, Drama, Romance  ",119,2015,72,82,227762
9497,Focus,"Comedy, Crime, Drama  ",105,2015,66,56,224750
9498,The Divergent Series: Insurgent,"Action, Adventure, Sci-Fi  ",119,2015,62,42,222146
9499,Southpaw,"Action, Drama, Sport  ",124,2015,74,57,222109
9500,San Andreas,"Action, Adventure, Thriller  ",114,2015,61,43,217827
9501,Minions,"Animation, Adventure, Comedy  ",91,2015,64,56,217048
9502,The Witch,"Drama, Horror, Mystery  ",92,2015,69,83,214629
9503,Everest,"Action, Adventure, Biography  ",121,2015,71,64,203804
9504,Ted 2,Comedy  ,115,2015,63,48,189903
9505,Straight Outta Compton,"Biography, Drama, History  ",147,2015,78,72,184139
9506,Jupiter Ascending,"Action, Adventure, Sci-Fi  ",127,2015,53,40,181263
9507,Tomorrowland,"Action, Adventure, Family  ",130,2015,64,60,174569
9508,Black Mass,"Biography, Crime, Drama  ",123,2015,69,68,170449
9509,The Danish Girl,"Biography, Drama, Romance  ",119,2015,71,66,169071
9510,Cinderella,"Drama, Family, Fantasy  ",105,2015,69,67,164266
9511,Legend,"Biography, Crime, Drama  ",132,2015,69,55,163137
9512,The Age of Adaline,"Drama, Fantasy, Romance  ",112,2015,72,51,159087
9513,Steve Jobs,"Biography, Drama  ",122,2015,72,82,158831
9514,Fantastic Four,"Action, Adventure, Sci-Fi  ",100,2015,42,27,155673
9515,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9516,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9517,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9518,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9519,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9520,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9521,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9522,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9523,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9524,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9525,Split,"Horror, Thriller  ",117,2016,73,62,441402
9526,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9527,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9528,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9529,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9530,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9531,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9532,Moonlight,Drama  ,111,2016,74,99,282455
9533,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9534,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9535,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9536,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9537,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9538,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9539,Sully,"Biography, Drama  ",96,2016,74,74,245859
9540,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9541,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9542,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9543,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9544,Lion,"Biography, Drama  ",118,2016,80,69,220355
9545,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9546,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9547,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9548,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9549,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9550,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9551,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9552,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9553,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9554,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9555,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9556,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9557,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9558,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9559,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9560,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9561,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9562,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9563,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9564,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9565,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9566,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9567,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9568,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9569,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9570,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9571,Split,"Horror, Thriller  ",117,2016,73,62,441402
9572,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9573,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9574,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9575,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9576,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9577,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9578,Moonlight,Drama  ,111,2016,74,99,282455
9579,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9580,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9581,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9582,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9583,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9584,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9585,Sully,"Biography, Drama  ",96,2016,74,74,245859
9586,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9587,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9588,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9589,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9590,Lion,"Biography, Drama  ",118,2016,80,69,220355
9591,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9592,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9593,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9594,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9595,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9596,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9597,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9598,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9599,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9600,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9601,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9602,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9603,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9604,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9605,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9606,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9607,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9608,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9609,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9610,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9611,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9612,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9613,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9614,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9615,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9616,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9617,Split,"Horror, Thriller  ",117,2016,73,62,441402
9618,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9619,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9620,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9621,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9622,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9623,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9624,Moonlight,Drama  ,111,2016,74,99,282455
9625,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9626,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9627,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9628,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9629,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9630,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9631,Sully,"Biography, Drama  ",96,2016,74,74,245859
9632,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9633,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9634,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9635,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9636,Lion,"Biography, Drama  ",118,2016,80,69,220355
9637,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9638,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9639,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9640,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9641,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9642,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9643,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9644,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9645,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9646,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9647,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9648,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9649,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9650,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9651,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9652,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9653,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9654,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9655,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9656,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9657,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9658,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9659,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9660,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9661,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9662,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9663,Split,"Horror, Thriller  ",117,2016,73,62,441402
9664,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9665,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9666,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9667,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9668,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9669,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9670,Moonlight,Drama  ,111,2016,74,99,282455
9671,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9672,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9673,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9674,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9675,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9676,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9677,Sully,"Biography, Drama  ",96,2016,74,74,245859
9678,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9679,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9680,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9681,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9682,Lion,"Biography, Drama  ",118,2016,80,69,220355
9683,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9684,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9685,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9686,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9687,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9688,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9689,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9690,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9691,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9692,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9693,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9694,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9695,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9696,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9697,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9698,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9699,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9700,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9701,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9702,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9703,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9704,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9705,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9706,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9707,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9708,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9709,Split,"Horror, Thriller  ",117,2016,73,62,441402
9710,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9711,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9712,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9713,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9714,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9715,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9716,Moonlight,Drama  ,111,2016,74,99,282455
9717,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
9718,The Jungle Book,"Adventure, Drama, Family  ",106,2016,74,77,262666
9719,Now You See Me 2,"Action, Adventure, Comedy  ",129,2016,65,46,257312
9720,Manchester by the Sea,Drama  ,137,2016,78,96,255198
9721,Finding Dory,"Animation, Adventure, Comedy  ",97,2016,73,77,247599
9722,Nocturnal Animals,"Drama, Thriller  ",116,2016,75,67,246724
9723,Sully,"Biography, Drama  ",96,2016,74,74,245859
9724,Warcraft,"Action, Adventure, Fantasy  ",123,2016,68,32,245468
9725,The Conjuring 2,"Horror, Mystery, Thriller  ",134,2016,73,65,235884
9726,Star Trek Beyond,"Action, Adventure, Sci-Fi  ",122,2016,70,68,232572
9727,Don't Breathe,"Crime, Horror, Thriller  ",88,2016,71,71,230979
9728,Lion,"Biography, Drama  ",118,2016,80,69,220355
9729,Me Before You,"Drama, Romance  ",106,2016,74,51,216605
9730,Jason Bourne,"Action, Thriller  ",123,2016,66,58,212216
9731,Your Name.,"Animation, Drama, Fantasy  ",106,2016,84,79,211253
9732,Hell or High Water,"Action, Crime, Drama  ",102,2016,76,88,209526
9733,Ghostbusters,"Action, Comedy, Fantasy  ",117,2016,66,60,208111
9734,Hidden Figures,"Biography, Drama, History  ",127,2016,78,74,207348
9735,Captain Fantastic,"Comedy, Drama  ",118,2016,79,72,198695
9736,Assassin's Creed,"Action, Adventure, Sci-Fi  ",115,2016,57,36,188939
9737,The Magnificent Seven,"Action, Adventure, Western  ",132,2016,69,54,188873
9738,The Secret Life of Pets,"Animation, Adventure, Comedy  ",87,2016,65,61,186614
9739,War Dogs,"Biography, Comedy, Crime  ",114,2016,71,57,186427
9740,Sausage Party,"Animation, Adventure, Comedy  ",89,2016,61,66,180040
9741,Train to Busan,"Action, Horror, Thriller  ",118,2016,76,72,177248
9742,The Girl on the Train,"Crime, Drama, Mystery  ",112,2016,65,48,174474
9743,The Promise,"Action, Adventure, Drama  ",133,2016,64,49,173809
9744,Independence Day: Resurgence,"Action, Adventure, Sci-Fi  ",120,2016,52,32,169514
9745,Deadpool,"Action, Adventure, Comedy  ",108,2016,80,65,925776
9746,Captain America: Civil War,"Action, Adventure, Sci-Fi  ",147,2016,78,75,687977
9747,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi  ",152,2016,64,44,652404
9748,Doctor Strange,"Action, Adventure, Fantasy  ",115,2016,75,72,621442
9749,Suicide Squad,"Action, Adventure, Fantasy  ",123,2016,59,40,621203
9750,Arrival,"Drama, Sci-Fi  ",116,2016,79,81,615462
9751,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi  ",133,2016,78,65,569311
9752,La La Land,"Comedy, Drama, Music  ",128,2016,80,94,522750
9753,Hacksaw Ridge,"Biography, Drama, History  ",139,2016,81,71,453190
9754,Zootopia,"Animation, Adventure, Comedy  ",108,2016,80,78,446353
9755,Split,"Horror, Thriller  ",117,2016,73,62,441402
9756,Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy  ",132,2016,73,66,419996
9757,X-Men: Apocalypse,"Action, Adventure, Sci-Fi  ",144,2016,69,52,402300
9758,Passengers,"Drama, Romance, Sci-Fi  ",116,2016,70,41,360891
9759,10 Cloverfield Lane,"Action, Drama, Horror  ",103,2016,72,76,297775
9760,The Nice Guys,"Action, Comedy, Crime  ",116,2016,74,70,291209
9761,Moana,"Animation, Adventure, Comedy  ",107,2016,76,81,284491
9762,Moonlight,Drama  ,111,2016,74,99,282455
9763,The Accountant,"Action, Crime, Drama  ",128,2016,73,51,268755
